name,country
Bani Suwayf,Egypt
Bur Sa''id,Egypt
Cairo,Egypt
Dumyat,Egypt
Kafr-ash-Shaykh,Egypt
Matruh,Egypt
Muhafazat ad Daqahliyah,Egypt
Muhafazat al Fayyum,Egypt
Muhafazat al Gharbiyah,Egypt
Muhafazat al Iskandariyah,Egypt
Muhafazat al Qahirah,Egypt
Qina,Egypt
Sawhaj,Egypt
Sina al-Janubiyah,Egypt
Sina ash-Shamaliyah,Egypt
ad-Daqahliyah,Egypt
al-Bahr-al-Ahmar,Egypt
al-Buhayrah,Egypt
al-Fayyum,Egypt
al-Gharbiyah,Egypt
al-Iskandariyah,Egypt
al-Ismailiyah,Egypt
al-Jizah,Egypt
al-Minufiyah,Egypt
al-Minya,Egypt
al-Qahira,Egypt
al-Qalyubiyah,Egypt
al-Uqsur,Egypt
al-Wadi al-Jadid,Egypt
as-Suways,Egypt
ash-Sharqiyah,Egypt
Ahuachapan,El Salvador
Cabanas,El Salvador
Chalatenango,El Salvador
Cuscatlan,El Salvador
La Libertad,El Salvador
La Paz,El Salvador
La Union,El Salvador
Morazan,El Salvador
San Miguel,El Salvador
San Salvador,El Salvador
San Vicente,El Salvador
Santa Ana,El Salvador
Sonsonate,El Salvador
Usulutan,El Salvador
Annobon,Equatorial Guinea
Bioko Norte,Equatorial Guinea
Bioko Sur,Equatorial Guinea
Centro Sur,Equatorial Guinea
Kie-Ntem,Equatorial Guinea
Litoral,Equatorial Guinea
Wele-Nzas,Equatorial Guinea
Anseba,Eritrea
Debub,Eritrea
Debub-Keih-Bahri,Eritrea
Gash-Barka,Eritrea
Maekel,Eritrea
Semien-Keih-Bahri,Eritrea
Harju,Estonia
Hiiu,Estonia
Ida-Viru,Estonia
Jarva,Estonia
Jogeva,Estonia
Laane,Estonia
Laane-Viru,Estonia
Parnu,Estonia
Polva,Estonia
Rapla,Estonia
Saare,Estonia
Tartu,Estonia
Valga,Estonia
Viljandi,Estonia
Voru,Estonia
Addis Abeba,Ethiopia
Afar,Ethiopia
Amhara,Ethiopia
Benishangul,Ethiopia
Diredawa,Ethiopia
Gambella,Ethiopia
Harar,Ethiopia
Jigjiga,Ethiopia
Mekele,Ethiopia
Oromia,Ethiopia
Somali,Ethiopia
Southern,Ethiopia
Tigray,Ethiopia
Alabama,United States
Alaska,United States
Arizona,United States
Arkansas,United States
Byram,United States
California,United States
Cokato,United States
Colorado,United States
Connecticut,United States
Delaware,United States
District of Columbia,United States
Florida,United States
Georgia,United States
Hawaii,United States
Idaho,United States
Illinois,United States
Indiana,United States
Iowa,United States
Kansas,United States
Kentucky,United States
Louisiana,United States
Lowa,United States
Maine,United States
Maryland,United States
Massachusetts,United States
Medfield,United States
Michigan,United States
Minnesota,United States
Mississippi,United States
Missouri,United States
Montana,United States
Nebraska,United States
Nevada,United States
New Hampshire,United States
New Jersey,United States
New Jersy,United States
New Mexico,United States
New York,United States
North Carolina,United States
North Dakota,United States
Ohio,United States
Oklahoma,United States
Ontario,United States
Oregon,United States
Pennsylvania,United States
Ramey,United States
Rhode Island,United States
South Carolina,United States
South Dakota,United States
Sublimity,United States
Tennessee,United States
Texas,United States
Trimble,United States
Utah,United States
Vermont,United States
Virginia,United States
Washington,United States
West Virginia,United States
Wisconsin,United States
Wyoming,United States
Falkland Islands,Falkland Islands
South Georgia,Falkland Islands
Klaksvik,Faroe Islands
Nor ara Eysturoy,Faroe Islands
Nor oy,Faroe Islands
Sandoy,Faroe Islands
Streymoy,Faroe Islands
Su uroy,Faroe Islands
Sy ra Eysturoy,Faroe Islands
Torshavn,Faroe Islands
Vaga,Faroe Islands
Central,Fiji
Eastern,Fiji
Northern,Fiji
South Pacific,Fiji
Western,Fiji
Ahvenanmaa,Finland
Etela-Karjala,Finland
Etela-Pohjanmaa,Finland
Etela-Savo,Finland
Etela-Suomen Laani,Finland
Ita-Suomen Laani,Finland
Ita-Uusimaa,Finland
Kainuu,Finland
Kanta-Hame,Finland
Keski-Pohjanmaa,Finland
Keski-Suomi,Finland
Kymenlaakso,Finland
Lansi-Suomen Laani,Finland
Lappi,Finland
Northern Savonia,Finland
Ostrobothnia,Finland
Oulun Laani,Finland
Paijat-Hame,Finland
Pirkanmaa,Finland
Pohjanmaa,Finland
Pohjois-Karjala,Finland
Pohjois-Pohjanmaa,Finland
Pohjois-Savo,Finland
Saarijarvi,Finland
Satakunta,Finland
Southern Savonia,Finland
Tavastia Proper,Finland
Uleaborgs Lan,Finland
Uusimaa,Finland
Varsinais-Suomi,Finland
Ain,France
Aisne,France
Albi Le Sequestre,France
Allier,France
Alpes-Cote dAzur,France
Alpes-Maritimes,France
Alpes-de-Haute-Provence,France
Alsace,France
Aquitaine,France
Ardeche,France
Ardennes,France
Ariege,France
Aube,France
Aude,France
Auvergne,France
Aveyron,France
Bas-Rhin,France
Basse-Normandie,France
Bouches-du-Rhone,France
Bourgogne,France
Bretagne,France
Brittany,France
Burgundy,France
Calvados,France
Cantal,France
Cedex,France
Centre,France
Charente,France
Charente-Maritime,France
Cher,France
Correze,France
Corse-du-Sud,France
Cote-d''Or,France
Cotes-d''Armor,France
Creuse,France
Crolles,France
Deux-Sevres,France
Dordogne,France
Doubs,France
Drome,France
Essonne,France
Eure,France
Eure-et-Loir,France
Feucherolles,France
Finistere,France
Franche-Comte,France
Gard,France
Gers,France
Gironde,France
Haut-Rhin,France
Haute-Corse,France
Haute-Garonne,France
Haute-Loire,France
Haute-Marne,France
Haute-Saone,France
Haute-Savoie,France
Haute-Vienne,France
Hautes-Alpes,France
Hautes-Pyrenees,France
Hauts-de-Seine,France
Herault,France
Ile-de-France,France
Ille-et-Vilaine,France
Indre,France
Indre-et-Loire,France
Isere,France
Jura,France
Klagenfurt,France
Landes,France
Languedoc-Roussillon,France
Larcay,France
Le Castellet,France
Le Creusot,France
Limousin,France
Loir-et-Cher,France
Loire,France
Loire-Atlantique,France
Loiret,France
Lorraine,France
Lot,France
Lot-et-Garonne,France
Lower Normandy,France
Lozere,France
Maine-et-Loire,France
Manche,France
Marne,France
Mayenne,France
Meurthe-et-Moselle,France
Meuse,France
Midi-Pyrenees,France
Morbihan,France
Moselle,France
Nievre,France
Nord,France
Nord-Pas-de-Calais,France
Oise,France
Orne,France
Paris,France
Pas-de-Calais,France
Pays de la Loire,France
Pays-de-la-Loire,France
Picardy,France
Puy-de-Dome,France
Pyrenees-Atlantiques,France
Pyrenees-Orientales,France
Quelmes,France
Rhone,France
Rhone-Alpes,France
Saint Ouen,France
Saint Viatre,France
Saone-et-Loire,France
Sarthe,France
Savoie,France
Seine-Maritime,France
Seine-Saint-Denis,France
Seine-et-Marne,France
Somme,France
Sophia Antipolis,France
Souvans,France
Tarn,France
Tarn-et-Garonne,France
Territoire de Belfort,France
Treignac,France
Upper Normandy,France
Val-d''Oise,France
Val-de-Marne,France
Var,France
Vaucluse,France
Vellise,France
Vendee,France
Vienne,France
Vosges,France
Yonne,France
Yvelines,France
Cayenne,French Guiana
Saint-Laurent-du-Maroni,French Guiana
Iles du Vent,French Polynesia
Iles sous le Vent,French Polynesia
Marquesas,French Polynesia
Tuamotu,French Polynesia
Tubuai,French Polynesia
Amsterdam,French Southern Territories
Crozet Islands,French Southern Territories
Kerguelen,French Southern Territories
Estuaire,Gabon
Haut-Ogooue,Gabon
Moyen-Ogooue,Gabon
Ngounie,Gabon
Nyanga,Gabon
Ogooue-Ivindo,Gabon
Ogooue-Lolo,Gabon
Ogooue-Maritime,Gabon
Woleu-Ntem,Gabon
Banjul,Gambia
Basse,Gambia
Brikama,Gambia
Janjanbureh,Gambia
Kanifing,Gambia
Kerewan,Gambia
Kuntaur,Gambia
Mansakonko,Gambia
Abhasia,Georgia
Ajaria,Georgia
Guria,Georgia
Imereti,Georgia
Kaheti,Georgia
Kvemo Kartli,Georgia
Mcheta-Mtianeti,Georgia
Racha,Georgia
Samagrelo-Zemo Svaneti,Georgia
Samche-Zhavaheti,Georgia
Shida Kartli,Georgia
Tbilisi,Georgia
Auvergne,Germany
Baden-Wurttemberg,Germany
Bavaria,Germany
Bayern,Germany
Beilstein Wurtt,Germany
Berlin,Germany
Brandenburg,Germany
Bremen,Germany
Dreisbach,Germany
Freistaat Bayern,Germany
Hamburg,Germany
Hannover,Germany
Heroldstatt,Germany
Hessen,Germany
Kortenberg,Germany
Laasdorf,Germany
Land Baden-Wurttemberg,Germany
Land Bayern,Germany
Land Brandenburg,Germany
Land Hessen,Germany
Land Mecklenburg-Vorpommern,Germany
Land Nordrhein-Westfalen,Germany
Land Rheinland-Pfalz,Germany
Land Sachsen,Germany
Land Sachsen-Anhalt,Germany
Land Thuringen,Germany
Lower Saxony,Germany
Mecklenburg-Vorpommern,Germany
Mulfingen,Germany
Munich,Germany
Neubeuern,Germany
Niedersachsen,Germany
Noord-Holland,Germany
Nordrhein-Westfalen,Germany
North Rhine-Westphalia,Germany
Osterode,Germany
Rheinland-Pfalz,Germany
Rhineland-Palatinate,Germany
Saarland,Germany
Sachsen,Germany
Sachsen-Anhalt,Germany
Saxony,Germany
Schleswig-Holstein,Germany
Thuringia,Germany
Webling,Germany
Weinstrabe,Germany
Schlobborn,Germany
Ashanti,Ghana
Brong-Ahafo,Ghana
Central,Ghana
Eastern,Ghana
Greater Accra,Ghana
Northern,Ghana
Upper East,Ghana
Upper West,Ghana
Volta,Ghana
Western,Ghana
Acharnes,Greece
Ahaia,Greece
Aitolia kai Akarnania,Greece
Argolis,Greece
Arkadia,Greece
Arta,Greece
Attica,Greece
Attiki,Greece
Ayion Oros,Greece
Crete,Greece
Dodekanisos,Greece
Drama,Greece
Evia,Greece
Evritania,Greece
Evros,Greece
Evvoia,Greece
Florina,Greece
Fokis,Greece
Fthiotis,Greece
Grevena,Greece
Halandri,Greece
Halkidiki,Greece
Hania,Greece
Heraklion,Greece
Hios,Greece
Ilia,Greece
Imathia,Greece
Ioannina,Greece
Iraklion,Greece
Karditsa,Greece
Kastoria,Greece
Kavala,Greece
Kefallinia,Greece
Kerkira,Greece
Kiklades,Greece
Kilkis,Greece
Korinthia,Greece
Kozani,Greece
Lakonia,Greece
Larisa,Greece
Lasithi,Greece
Lesvos,Greece
Levkas,Greece
Magnisia,Greece
Messinia,Greece
Nomos Attikis,Greece
Nomos Zakynthou,Greece
Pella,Greece
Pieria,Greece
Piraios,Greece
Preveza,Greece
Rethimni,Greece
Rodopi,Greece
Samos,Greece
Serrai,Greece
Thesprotia,Greece
Thessaloniki,Greece
Trikala,Greece
Voiotia,Greece
West Greece,Greece
Xanthi,Greece
Zakinthos,Greece
Aasiaat,Greenland
Ammassalik,Greenland
Illoqqortoormiut,Greenland
Ilulissat,Greenland
Ivittuut,Greenland
Kangaatsiaq,Greenland
Maniitsoq,Greenland
Nanortalik,Greenland
Narsaq,Greenland
Nuuk,Greenland
Paamiut,Greenland
Qaanaaq,Greenland
Qaqortoq,Greenland
Qasigiannguit,Greenland
Qeqertarsuaq,Greenland
Sisimiut,Greenland
Udenfor kommunal inddeling,Greenland
Upernavik,Greenland
Uummannaq,Greenland
Carriacou-Petite Martinique,Grenada
Saint Andrew,Grenada
Saint Davids,Grenada
Saint George's,Grenada
Saint John,Grenada
Saint Mark,Grenada
Saint Patrick,Grenada
Basse-Terre,Guadeloupe
Grande-Terre,Guadeloupe
Iles des Saintes,Guadeloupe
La Desirade,Guadeloupe
Marie-Galante,Guadeloupe
Saint Barthelemy,Guadeloupe
Saint Martin,Guadeloupe
Agana Heights,Guam
Agat,Guam
Barrigada,Guam
Chalan-Pago-Ordot,Guam
Dededo,Guam
Hagatna,Guam
Inarajan,Guam
Mangilao,Guam
Merizo,Guam
Mongmong-Toto-Maite,Guam
Santa Rita,Guam
Sinajana,Guam
Talofofo,Guam
Tamuning,Guam
Yigo,Guam
Yona,Guam
Alta Verapaz,Guatemala
Baja Verapaz,Guatemala
Chimaltenango,Guatemala
Chiquimula,Guatemala
El Progreso,Guatemala
Escuintla,Guatemala
Guatemala,Guatemala
Huehuetenango,Guatemala
Izabal,Guatemala
Jalapa,Guatemala
Jutiapa,Guatemala
Peten,Guatemala
Quezaltenango,Guatemala
Quiche,Guatemala
Retalhuleu,Guatemala
Sacatepequez,Guatemala
San Marcos,Guatemala
Santa Rosa,Guatemala
Solola,Guatemala
Suchitepequez,Guatemala
Totonicapan,Guatemala
Zacapa,Guatemala
Alderney,Guernsey
Castel,Guernsey
Forest,Guernsey
Saint Andrew,Guernsey
Saint Martin,Guernsey
Saint Peter Port,Guernsey
Saint Pierre du Bois,Guernsey
Saint Sampson,Guernsey
Saint Saviour,Guernsey
Sark,Guernsey
Torteval,Guernsey
Vale,Guernsey
Beyla,Guinea
Boffa,Guinea
Boke,Guinea
Conakry,Guinea
Coyah,Guinea
Dabola,Guinea
Dalaba,Guinea
Dinguiraye,Guinea
Faranah,Guinea
Forecariah,Guinea
Fria,Guinea
Gaoual,Guinea
Gueckedou,Guinea
Kankan,Guinea
Kerouane,Guinea
Kindia,Guinea
Kissidougou,Guinea
Koubia,Guinea
Koundara,Guinea
Kouroussa,Guinea
Labe,Guinea
Lola,Guinea
Macenta,Guinea
Mali,Guinea
Mamou,Guinea
Mandiana,Guinea
Nzerekore,Guinea
Pita,Guinea
Siguiri,Guinea
Telimele,Guinea
Tougue,Guinea
Yomou,Guinea
Bafata,Guinea-bissau
Bissau,Guinea-bissau
Bolama,Guinea-bissau
Cacheu,Guinea-bissau
Gabu,Guinea-bissau
Oio,Guinea-bissau
Quinara,Guinea-bissau
Tombali,Guinea-bissau
Barima-Waini,Guyana
Cuyuni-Mazaruni,Guyana
Demerara-Mahaica,Guyana
East Berbice-Corentyne,Guyana
Essequibo Islands-West Demerar,Guyana
Mahaica-Berbice,Guyana
Pomeroon-Supenaam,Guyana
Potaro-Siparuni,Guyana
Upper Demerara-Berbice,Guyana
Upper Takutu-Upper Essequibo,Guyana
Artibonite,Haiti
Centre,Haiti
Grand''Anse,Haiti
Nord,Haiti
Nord-Est,Haiti
Nord-Ouest,Haiti
Ouest,Haiti
Sud,Haiti
Sud-Est,Haiti
Atlantida,Honduras
Choluteca,Honduras
Colon,Honduras
Comayagua,Honduras
Copan,Honduras
Cortes,Honduras
Distrito Central,Honduras
El Paraiso,Honduras
Francisco Morazan,Honduras
Gracias a Dios,Honduras
Intibuca,Honduras
Islas de la Bahia,Honduras
La Paz,Honduras
Lempira,Honduras
Ocotepeque,Honduras
Olancho,Honduras
Santa Barbara,Honduras
Valle,Honduras
Yoro,Honduras
Bacs-Kiskun,Hungary
Baranya,Hungary
Bekes,Hungary
Borsod-Abauj-Zemplen,Hungary
Budapest,Hungary
Csongrad,Hungary
Fejer,Hungary
Gyor-Moson-Sopron,Hungary
Hajdu-Bihar,Hungary
Heves,Hungary
Jasz-Nagykun-Szolnok,Hungary
Komarom-Esztergom,Hungary
Nograd,Hungary
Pest,Hungary
Somogy,Hungary
Szabolcs-Szatmar-Bereg,Hungary
Tolna,Hungary
Vas,Hungary
Veszprem,Hungary
Zala,Hungary
Austurland,Iceland
Gullbringusysla,Iceland
Hofu borgarsva i,Iceland
Nor urland eystra,Iceland
Nor urland vestra,Iceland
Su urland,Iceland
Su urnes,Iceland
Vestfir ir,Iceland
Vesturland,Iceland
Aceh,Indonesia
Bali,Indonesia
Bangka-Belitung,Indonesia
Banten,Indonesia
Bengkulu,Indonesia
Gandaria,Indonesia
Gorontalo,Indonesia
Jakarta,Indonesia
Jambi,Indonesia
Jawa Barat,Indonesia
Jawa Tengah,Indonesia
Jawa Timur,Indonesia
Kalimantan Barat,Indonesia
Kalimantan Selatan,Indonesia
Kalimantan Tengah,Indonesia
Kalimantan Timur,Indonesia
Kendal,Indonesia
Lampung,Indonesia
Maluku,Indonesia
Maluku Utara,Indonesia
Nusa Tenggara Barat,Indonesia
Nusa Tenggara Timur,Indonesia
Papua,Indonesia
Riau,Indonesia
Riau Kepulauan,Indonesia
Solo,Indonesia
Sulawesi Selatan,Indonesia
Sulawesi Tengah,Indonesia
Sulawesi Tenggara,Indonesia
Sulawesi Utara,Indonesia
Sumatera Barat,Indonesia
Sumatera Selatan,Indonesia
Sumatera Utara,Indonesia
Yogyakarta,Indonesia
Ardabil,Iran
Azarbayjan-e Bakhtari,Iran
Azarbayjan-e Khavari,Iran
Bushehr,Iran
Chahar Mahal-e Bakhtiari,Iran
Esfahan,Iran
Fars,Iran
Gilan,Iran
Golestan,Iran
Hamadan,Iran
Hormozgan,Iran
Ilam,Iran
Kerman,Iran
Kermanshah,Iran
Khorasan,Iran
Khuzestan,Iran
Kohgiluyeh-e Boyerahmad,Iran
Kordestan,Iran
Lorestan,Iran
Markazi,Iran
Mazandaran,Iran
Ostan-e Esfahan,Iran
Qazvin,Iran
Qom,Iran
Semnan,Iran
Sistan-e Baluchestan,Iran
Tehran,Iran
Yazd,Iran
Zanjan,Iran
Babil,Iraq
Baghdad,Iraq
Dahuk,Iraq
Dhi Qar,Iraq
Diyala,Iraq
Erbil,Iraq
Irbil,Iraq
Karbala,Iraq
Kurdistan,Iraq
Maysan,Iraq
Ninawa,Iraq
Salah-ad-Din,Iraq
Wasit,Iraq
al-Anbar,Iraq
al-Basrah,Iraq
al-Muthanna,Iraq
al-Qadisiyah,Iraq
an-Najaf,Iraq
as-Sulaymaniyah,Iraq
at-Ta'mim,Iraq
Armagh,Ireland
Carlow,Ireland
Cavan,Ireland
Clare,Ireland
Cork,Ireland
Donegal,Ireland
Dublin,Ireland
Galway,Ireland
Kerry,Ireland
Kildare,Ireland
Kilkenny,Ireland
Laois,Ireland
Leinster,Ireland
Leitrim,Ireland
Limerick,Ireland
Loch Garman,Ireland
Longford,Ireland
Louth,Ireland
Mayo,Ireland
Meath,Ireland
Monaghan,Ireland
Offaly,Ireland
Roscommon,Ireland
Sligo,Ireland
Tipperary North Riding,Ireland
Tipperary South Riding,Ireland
Ulster,Ireland
Waterford,Ireland
Westmeath,Ireland
Wexford,Ireland
Wicklow,Ireland
Beit Hanania,Israel
Ben Gurion Airport,Israel
Bethlehem,Israel
Caesarea,Israel
Centre,Israel
Gaza,Israel
Hadaron,Israel
Haifa District,Israel
Hamerkaz,Israel
Hazafon,Israel
Hebron,Israel
Jaffa,Israel
Jerusalem,Israel
Khefa,Israel
Kiryat Yam,Israel
Lower Galilee,Israel
Qalqilya,Israel
Talme Elazar,Israel
Tel Aviv,Israel
Tsafon,Israel
Umm El Fahem,Israel
Yerushalayim,Israel
Abruzzi,Italy
Abruzzo,Italy
Agrigento,Italy
Alessandria,Italy
Ancona,Italy
Arezzo,Italy
Ascoli Piceno,Italy
Asti,Italy
Avellino,Italy
Bari,Italy
Basilicata,Italy
Belluno,Italy
Benevento,Italy
Bergamo,Italy
Biella,Italy
Bologna,Italy
Bolzano,Italy
Brescia,Italy
Brindisi,Italy
Calabria,Italy
Campania,Italy
Cartoceto,Italy
Caserta,Italy
Catania,Italy
Chieti,Italy
Como,Italy
Cosenza,Italy
Cremona,Italy
Cuneo,Italy
Emilia-Romagna,Italy
Ferrara,Italy
Firenze,Italy
Florence,Italy
Forli-Cesena,Italy
Friuli-Venezia Giulia,Italy
Frosinone,Italy
Genoa,Italy
Gorizia,Italy
L''Aquila,Italy
Lazio,Italy
Lecce,Italy
Lecco,Italy
Lecco Province,Italy
Liguria,Italy
Lodi,Italy
Lombardia,Italy
Lombardy,Italy
Macerata,Italy
Mantova,Italy
Marche,Italy
Messina,Italy
Milan,Italy
Modena,Italy
Molise,Italy
Molteno,Italy
Montenegro,Italy
Monza and Brianza,Italy
Naples,Italy
Novara,Italy
Padova,Italy
Parma,Italy
Pavia,Italy
Perugia,Italy
Pesaro-Urbino,Italy
Piacenza,Italy
Piedmont,Italy
Piemonte,Italy
Pisa,Italy
Pordenone,Italy
Potenza,Italy
Puglia,Italy
Reggio Emilia,Italy
Rimini,Italy
Roma,Italy
Salerno,Italy
Sardegna,Italy
Sassari,Italy
Savona,Italy
Sicilia,Italy
Siena,Italy
Sondrio,Italy
South Tyrol,Italy
Taranto,Italy
Teramo,Italy
Torino,Italy
Toscana,Italy
Trapani,Italy
Trentino-Alto Adige,Italy
Trento,Italy
Treviso,Italy
Udine,Italy
Umbria,Italy
Valle d''Aosta,Italy
Varese,Italy
Veneto,Italy
Venezia,Italy
Verbano-Cusio-Ossola,Italy
Vercelli,Italy
Verona,Italy
Vicenza,Italy
Viterbo,Italy
Buxoro Viloyati,Jamaica
Clarendon,Jamaica
Hanover,Jamaica
Kingston,Jamaica
Manchester,Jamaica
Portland,Jamaica
Saint Andrews,Jamaica
Saint Ann,Jamaica
Saint Catherine,Jamaica
Saint Elizabeth,Jamaica
Saint James,Jamaica
Saint Mary,Jamaica
Saint Thomas,Jamaica
Trelawney,Jamaica
Westmoreland,Jamaica
Aichi,Japan
Akita,Japan
Aomori,Japan
Chiba,Japan
Ehime,Japan
Fukui,Japan
Fukuoka,Japan
Fukushima,Japan
Gifu,Japan
Gumma,Japan
Hiroshima,Japan
Hokkaido,Japan
Hyogo,Japan
Ibaraki,Japan
Ishikawa,Japan
Iwate,Japan
Kagawa,Japan
Kagoshima,Japan
Kanagawa,Japan
Kanto,Japan
Kochi,Japan
Kumamoto,Japan
Kyoto,Japan
Mie,Japan
Miyagi,Japan
Miyazaki,Japan
Nagano,Japan
Nagasaki,Japan
Nara,Japan
Niigata,Japan
Oita,Japan
Okayama,Japan
Okinawa,Japan
Osaka,Japan
Saga,Japan
Saitama,Japan
Shiga,Japan
Shimane,Japan
Shizuoka,Japan
Tochigi,Japan
Tokushima,Japan
Tokyo,Japan
Tottori,Japan
Toyama,Japan
Wakayama,Japan
Yamagata,Japan
Yamaguchi,Japan
Yamanashi,Japan
Grouville,Jersey
Saint Brelade,Jersey
Saint Clement,Jersey
Saint Helier,Jersey
Saint John,Jersey
Saint Lawrence,Jersey
Saint Martin,Jersey
Saint Mary,Jersey
Saint Peter,Jersey
Saint Saviour,Jersey
Trinity,Jersey
Ajlun,Jordan
Amman,Jordan
Irbid,Jordan
Jarash,Jordan
Ma'an,Jordan
Madaba,Jordan
al-'Aqabah,Jordan
al-Balqa,Jordan
al-Karak,Jordan
al-Mafraq,Jordan
at-Tafilah,Jordan
az-Zarqa,Jordan
Akmecet,Kazakhstan
Akmola,Kazakhstan
Aktobe,Kazakhstan
Almati,Kazakhstan
Atirau,Kazakhstan
Batis Kazakstan,Kazakhstan
Burlinsky Region,Kazakhstan
Karagandi,Kazakhstan
Kostanay,Kazakhstan
Mankistau,Kazakhstan
Ontustik Kazakstan,Kazakhstan
Pavlodar,Kazakhstan
Sigis Kazakstan,Kazakhstan
Soltustik Kazakstan,Kazakhstan
Taraz,Kazakhstan
Central,Kenya
Coast,Kenya
Eastern,Kenya
Nairobi,Kenya
North Eastern,Kenya
Nyanza,Kenya
Rift Valley,Kenya
Western,Kenya
Abaiang,Kiribati
Abemana,Kiribati
Aranuka,Kiribati
Arorae,Kiribati
Banaba,Kiribati
Beru,Kiribati
Butaritari,Kiribati
Kiritimati,Kiribati
Kuria,Kiribati
Maiana,Kiribati
Makin,Kiribati
Marakei,Kiribati
Nikunau,Kiribati
Nonouti,Kiribati
Onotoa,Kiribati
Phoenix Islands,Kiribati
Tabiteuea North,Kiribati
Tabiteuea South,Kiribati
Tabuaeran,Kiribati
Tamana,Kiribati
Tarawa North,Kiribati
Tarawa South,Kiribati
Teraina,Kiribati
Busan,Republic of Korea
Cheju,Republic of Korea
Chollabuk,Republic of Korea
Chollanam,Republic of Korea
Chungbuk,Republic of Korea
Chungcheongbuk,Republic of Korea
Chungcheongnam,Republic of Korea
Chungnam,Republic of Korea
Daegu,Republic of Korea
Gangwon-do,Republic of Korea
Goyang-si,Republic of Korea
Gyeonggi-do,Republic of Korea
Gyeongsang,Republic of Korea
Gyeongsangnam-do,Republic of Korea
Incheon,Republic of Korea
Jeju-Si,Republic of Korea
Jeonbuk,Republic of Korea
Kangweon,Republic of Korea
Kwangju,Republic of Korea
Kyeonggi,Republic of Korea
Kyeongsangbuk,Republic of Korea
Kyeongsangnam,Republic of Korea
Kyonggi-do,Republic of Korea
Kyungbuk-Do,Republic of Korea
Kyunggi-Do,Republic of Korea
Kyunggi-do,Republic of Korea
Pusan,Republic of Korea
Seoul,Republic of Korea
Sudogwon,Republic of Korea
Taegu,Republic of Korea
Taejeon,Republic of Korea
Taejon-gwangyoksi,Republic of Korea
Ulsan,Republic of Korea
Wonju,Republic of Korea
gwangyoksi,Republic of Korea
Chagangdo,Democratic People's Republic of Korea
Hamgyeongbukto,Democratic People's Republic of Korea
Hamgyeongnamdo,Democratic People's Republic of Korea
Hwanghaebukto,Democratic People's Republic of Korea
Hwanghaenamdo,Democratic People's Republic of Korea
Kaeseong,Democratic People's Republic of Korea
Kangweon,Democratic People's Republic of Korea
Nampo,Democratic People's Republic of Korea
Pyeonganbukto,Democratic People's Republic of Korea
Pyeongannamdo,Democratic People's Republic of Korea
Pyeongyang,Democratic People's Republic of Korea
Yanggang,Democratic People's Republic of Korea
Al Asimah,Kuwait
Hawalli,Kuwait
Mishref,Kuwait
Qadesiya,Kuwait
Safat,Kuwait
Salmiya,Kuwait
al-Ahmadi,Kuwait
al-Farwaniyah,Kuwait
al-Jahra,Kuwait
al-Kuwayt,Kuwait
Batken,Kyrgyzstan
Bishkek,Kyrgyzstan
Chui,Kyrgyzstan
Issyk-Kul,Kyrgyzstan
Jalal-Abad,Kyrgyzstan
Naryn,Kyrgyzstan
Osh,Kyrgyzstan
Talas,Kyrgyzstan
Attopu,Lao People's Democratic Republic
Bokeo,Lao People's Democratic Republic
Bolikhamsay,Lao People's Democratic Republic
Champasak,Lao People's Democratic Republic
Houaphanh,Lao People's Democratic Republic
Khammouane,Lao People's Democratic Republic
Luang Nam Tha,Lao People's Democratic Republic
Luang Prabang,Lao People's Democratic Republic
Oudomxay,Lao People's Democratic Republic
Phongsaly,Lao People's Democratic Republic
Saravan,Lao People's Democratic Republic
Savannakhet,Lao People's Democratic Republic
Sekong,Lao People's Democratic Republic
Viangchan Prefecture,Lao People's Democratic Republic
Viangchan Province,Lao People's Democratic Republic
Xaignabury,Lao People's Democratic Republic
Xiang Khuang,Lao People's Democratic Republic
Aizkraukles,Latvia
Aluksnes,Latvia
Balvu,Latvia
Bauskas,Latvia
Cesu,Latvia
Daugavpils,Latvia
Daugavpils City,Latvia
Dobeles,Latvia
Gulbenes,Latvia
Jekabspils,Latvia
Jelgava,Latvia
Jelgavas,Latvia
Jurmala City,Latvia
Kraslavas,Latvia
Kuldigas,Latvia
Liepaja,Latvia
Liepajas,Latvia
Limbazhu,Latvia
Ludzas,Latvia
Madonas,Latvia
Ogres,Latvia
Preilu,Latvia
Rezekne,Latvia
Rezeknes,Latvia
Riga,Latvia
Rigas,Latvia
Saldus,Latvia
Talsu,Latvia
Tukuma,Latvia
Valkas,Latvia
Valmieras,Latvia
Ventspils,Latvia
Ventspils City,Latvia
Beirut,Lebanon
Jabal Lubnan,Lebanon
Mohafazat Liban-Nord,Lebanon
Mohafazat Mont-Liban,Lebanon
Sidon,Lebanon
al-Biqa,Lebanon
al-Janub,Lebanon
an-Nabatiyah,Lebanon
ash-Shamal,Lebanon
Berea,Lesotho
Butha-Buthe,Lesotho
Leribe,Lesotho
Mafeteng,Lesotho
Maseru,Lesotho
Mohale''s Hoek,Lesotho
Mokhotlong,Lesotho
Qacha''s Nek,Lesotho
Quthing,Lesotho
Thaba-Tseka,Lesotho
Bomi,Liberia
Bong,Liberia
Grand Bassa,Liberia
Grand Cape Mount,Liberia
Grand Gedeh,Liberia
Loffa,Liberia
Margibi,Liberia
Maryland and Grand Kru,Liberia
Montserrado,Liberia
Nimba,Liberia
Rivercess,Liberia
Sinoe,Liberia
Ajdabiya,Libya
Fezzan,Libya
